1756684800000000,3758.12000000,3772.35000000,3729.83000000,3760.20000000,225.14820000,1756688399999999,844293.85283300,8236,121.87830000,457115.73214700,0
1756688400000000,3760.20000000,3792.20000000,3750.28000000,3779.02000000,224.87620000,1756691999999999,847988.90299000,6891,126.87540000,478429.19088600,0
1756692000000000,3779.02000000,3780.40000000,3733.18000000,3748.80000000,282.00730000,1756695599999999,1057729.41570700,7791,128.99770000,483884.34035700,0
1756695600000000,3748.82000000,3767.32000000,3735.03000000,3763.58000000,285.84500000,1756699199999999,1071555.39801400,5811,145.72590000,546557.19464700,0
1756699200000000,3763.52000000,3769.78000000,3736.93000000,3746.60000000,168.64770000,1756702799999999,632601.88134300,4555,70.83710000,265633.76417400,0
1756702800000000,3746.61000000,3763.49000000,3723.82000000,3753.50000000,207.76290000,1756706399999999,777687.20761200,4870,77.61560000,290755.39444100,0
1756706400000000,3753.59000000,3759.55000000,3734.50000000,3751.59000000,170.08930000,1756709999999999,638123.72406600,4309,90.87270000,340940.49624600,0
1756710000000000,3751.58000000,3808.25000000,3739.45000000,3808.20000000,354.33030000,1756713599999999,1338341.51737300,7651,224.16020000,846800.40921600,0
1756713600000000,3808.42000000,3832.34000000,3808.42000000,3815.02000000,478.56410000,1756717199999999,1827595.57272800,8585,207.66250000,793115.56662800,0
1756717200000000,3815.04000000,3823.56000000,3786.79000000,3790.12000000,285.77960000,1756720799999999,1087341.86109000,5292,115.82080000,440872.82670800,0
1756720800000000,3790.12000000,3792.96000000,3746.69000000,3762.90000000,340.00610000,1756724399999999,1282745.52238100,7007,154.29750000,581916.42250700,0
1756724400000000,3762.80000000,3767.77000000,3740.35000000,3750.42000000,278.40560000,1756727999999999,1045118.45308600,5330,103.06300000,386994.83199200,0
1756728000000000,3750.58000000,3767.90000000,3743.40000000,3762.89000000,144.31450000,1756731599999999,542429.53519200,4482,78.56760000,295312.41224000,0
1756731600000000,3762.93000000,3778.73000000,3736.87000000,3748.24000000,325.81860000,1756735199999999,1225020.64383500,6728,145.66580000,547718.01244700,0
1756735200000000,3748.26000000,3761.87000000,3743.16000000,3756.39000000,135.35670000,1756738799999999,508034.11492600,4909,62.41040000,234252.84504800,0
1756738800000000,3756.62000000,3765.27000000,3715.83000000,3730.67000000,345.28940000,1756742399999999,1289834.57804900,6597,124.06500000,463479.21150100,0
1756742400000000,3730.46000000,3737.48000000,3716.26000000,3722.69000000,207.53070000,1756745999999999,773608.32776800,5182,97.86300000,364821.47947100,0
1756746000000000,3722.52000000,3724.99000000,3683.89000000,3695.34000000,450.66210000,1756749599999999,1667047.60140300,6871,193.04000000,713994.09569500,0
1756749600000000,3695.33000000,3717.53000000,3694.74000000,3715.83000000,239.04730000,1756753199999999,886363.57223300,4391,124.02420000,460035.24997200,0
1756753200000000,3715.82000000,3732.49000000,3711.82000000,3731.61000000,183.23390000,1756756799999999,682451.57326300,3537,107.92460000,401944.08071000,0
1756756800000000,3731.60000000,3731.60000000,3601.00000000,3663.12000000,1048.28500000,1756760399999999,3844726.48627400,9596,332.97570000,1222095.80840800,0
1756760400000000,3663.18000000,3664.43000000,3599.00000000,3640.84000000,666.97950000,1756763999999999,2424802.03881500,8968,307.40160000,1118125.75987800,0
1756764000000000,3641.52000000,3673.83000000,3634.26000000,3660.05000000,454.03250000,1756767599999999,1658356.11835100,6610,260.31310000,950707.78277300,0
1756767600000000,3659.85000000,3687.90000000,3657.43000000,3683.68000000,263.93020000,1756771199999999,968784.29022800,5358,121.45570000,445946.65267800,0
1756771200000000,3683.76000000,3689.08000000,3666.16000000,3677.04000000,228.10500000,1756774799999999,839270.51999400,5682,94.39810000,347293.84990800,0
1756774800000000,3676.88000000,3709.14000000,3669.26000000,3694.82000000,220.09110000,1756778399999999,811764.70183700,6214,122.81630000,452903.70961700,0
1756778400000000,3694.46000000,3728.94000000,3690.58000000,3727.37000000,265.37130000,1756781999999999,984360.30061300,5145,144.33920000,535596.44532000,0
1756782000000000,3727.41000000,3756.85000000,3719.88000000,3734.36000000,296.41640000,1756785599999999,1108564.63883800,6026,150.74080000,563811.89923800,0
1756785600000000,3734.50000000,3753.53000000,3729.04000000,3753.26000000,197.85280000,1756789199999999,740998.81139500,3671,102.44200000,383616.10798000,0
1756789200000000,3753.26000000,3754.33000000,3737.51000000,3750.42000000,156.00060000,1756792799999999,584611.47062800,3275,82.88950000,310644.73980900,0
1756792800000000,3750.31000000,3775.49000000,3746.92000000,3771.48000000,275.85070000,1756796399999999,1038438.50062600,4856,169.59190000,638481.93339000,0
1756796400000000,3771.31000000,3772.19000000,3745.68000000,3758.16000000,292.46830000,1756799999999999,1099541.58448300,5136,139.43180000,524114.74892900,0
1756800000000000,3758.14000000,3782.28000000,3751.16000000,3771.50000000,260.84660000,1756803599999999,983137.67232900,4987,119.99560000,452316.85670500,0
1756803600000000,3771.66000000,3787.82000000,3766.56000000,3780.48000000,229.85960000,1756807199999999,868910.47152100,3898,99.99920000,378014.95071800,0
1756807200000000,3780.48000000,3781.95000000,3764.49000000,3775.80000000,223.21220000,1756810799999999,841799.81848600,3396,89.73690000,338466.78105600,0
1756810800000000,3775.76000000,3776.40000000,3728.36000000,3734.40000000,254.08880000,1756814399999999,954161.80898800,4443,90.16430000,338522.21718700,0
1756814400000000,3734.22000000,3738.66000000,3677.77000000,3682.42000000,570.06780000,1756817999999999,2112318.40527000,9673,267.08130000,989815.02225500,0
1756818000000000,3682.56000000,3774.35000000,3678.52000000,3759.98000000,893.97050000,1756821599999999,3326464.39198400,18105,438.76830000,1633265.83183600,0
